Padrón de Mercaderías;;;;;;
;;;;;;
Fecha de Emision: 26/11/2025 Hora: 10:16;;;;;;
Estados: Activa;;;;;;
Incluyendo Mercaderías sin Fabricante;;;;;;
;;;;;;
Código;Código de Barras;Nombre;Unidad Base;Fabricante;Marca;Tipo Producto
28404;8886467584046;RED PARA BALCON - PAWISE - TRANSPARENTE 6x3m (L) - 28404;;PET CARE;PAWISE;Mercadería / Simple
28405;8886467584053;RED PARA BALCON - PAWISE - TRANSPARENTE 8x3m (XL) - 28405;;PET CARE;PAWISE;Mercadería / Simple
28481;8886467584817;RASCADOR - PAWISE - HAMMOCK 2 EN 1;;PET CARE;PAWISE;Mercadería / Simple
28490;8886467584909;PAWISE - RASCADOR GATOS - LOUNGE CHAIR - 28490;;PET CARE;PAWISE;Mercadería / Simple
28492;8886467584923;PAWISE - RASCADOR GATOS - ARCHED - 28492;;PET CARE;PAWISE;Mercadería / Simple
28495;8886467584954;RASCADOR PAWISE - NARROW - 28495;;PET CARE;PAWISE;Mercadería / Simple
28496;8886467584961;RASCADOR PAWISE - WIDE - 28496;;PET CARE;PAWISE;Mercadería / Simple
28497;8886467584978;RASCADOR PAWISE SCRATCH-N-PLAY - 28497;;PET CARE;PAWISE;Mercadería / Simple
28499;8886467584992;PAWISE - RASCADOR GATOS - REDONDO SCRATCH y PLAY - 28499;;PET CARE;PAWISE;Mercadería / Simple
28501;8886467585012;PELOTA DISPENSADORA PARA GATO PAWISE 5CM - 28501;;PET CARE;PAWISE;Mercadería / Simple
28505;8886467585050;JUGUETE INTERACTIVO PAWISE - GREAT FUN - 28505;;PET CARE;PAWISE;Mercadería / Simple
28506;8886467585067;JUGUETE INTERACTIVO PAWISE FUN PLUS - 28506;;PET CARE;PAWISE;Mercadería / Simple
28508;8886467585081;JUGUETE INTERACTIVO PAWISE - CHASING AND SCRATCHING - 28508;;PET CARE;PAWISE;Mercadería / Simple
28509;8886467585098;JUGUETE INTERACTIVO PAWISE - TRACK TOWER - VERDE - 28509;;PET CARE;PAWISE;Mercadería / Simple
28605;8886467586057;PAWISE - RASCADOR GATOS - POSTE FRED - 28605;;PET CARE;PAWISE;Mercadería / Simple
28610;;RASCADOR PAWISE-3 IN 1 CAT TOWER - 28610;;PET CARE;PAWISE;Mercadería / Simple
28613;8886467586132;RASCADOR PAWISE Cat Corner tower - 28613;;PET CARE;PAWISE;Mercadería / Simple
28640;;RASCADOR PAWISE-CAT TREE W/TUNNEL W/CAVE 90 cms - 28640;;PET CARE;PAWISE;Mercadería / Simple
28651;.88864675814;RASCADOR PAWISE CAT TREE C/CUEVA - 28651;;PET CARE;PAWISE;Mercadería / Simple
28662;;RASCADOR PAWISE-CAT CLIMBING CENTER 138 CMS - 28662;;PET CARE;PAWISE;Mercadería / Simple
28674;;RASCADOR PAWISE CAT CLIMBING TREE 127 CMS - 28674;;PET CARE;PAWISE;Mercadería / Simple
28683;40119005286839;COOLING MAT TRIXIE S: 40 × 30 CM - 28683;;PET GRASS;TRIXIE;Mercadería / Simple
28684;4011905286846;COOLING MAT TRIXIE L: 65 × 50 CM - 28684;;PET GRASS;TRIXIE;Mercadería / Simple
28685;4011905286853;COOLING MAT TRIXIE M: 50 × 40 CM - 28685;;PET GRASS;TRIXIE;Mercadería / Simple
28685P;;RASCADOR PAWISE CAT CRADLE 60X45X75 CM - 28685;;PET CARE;PAWISE;Mercadería / Simple
28688;;RASCADOR PAWISE-Kity play place II 80x40x95cm - 28688;;PET CARE;PAWISE;Mercadería / Simple
2882;8058093272882;BANDEJA SANITARIA MP BERGAMO C/MARCO ECO JULIET (X);;DISHER LTDA;MP BERGAMO;Mercadería / Simple
29010503;6953182721048;SET PARA PASTO M-PETS 70 GR - 29010503;;PET CARE;MPETS;Mercadería / Simple
29023;7791432020232;BACTROVET PLATA AEROSOL 250 ML;;KONIG;BACTROVET;Mercadería / Simple
29416;7791432024575G;COLLAR PULGAS DOMINAL - GATOS;;KONIG;DOMINAL;Mercadería / Simple
29418;7791432014354;COLLAR PULGAS DOMINAL - PERROS MEDIANOS - 5 A 15KG;;KONIG;DOMINAL;Mercadería / Simple
29419;7791432014361;COLLAR PULGAS DOMINAL - PERROS GRANDES - 15 A 40KG;;KONIG;DOMINAL;Mercadería / Simple
29427;7791432014378;SHAMPOO DOMINAL - 250 ML;;KONIG;DOMINAL;Mercadería / Simple
29429;7791432014385;TALCO DOMINAL PULGUICIDA Y GARRAPATICIDA - 100 GR;;KONIG;DOMINAL;Mercadería / Simple
29472;7791432889068;PIPETA DOMINAL MAX - GATOS MAS DE 4 KG;;KONIG;DOMINAL;Mercadería / Simple
29473;7791432889006;PIPETA DOMINAL MAX - PERROS MENOS DE 5 KG;;KONIG;DOMINAL;Mercadería / Simple
29548;7791432890125;SPRAY CANINO SERENEX - 25 ML;;KONIG;SERENEX;Mercadería / Simple
29549;7791432890118;SPRAY FELINO SERENEX - 25 ML;;KONIG;SERENEX;Mercadería / Simple
29555;7791432889754;SPRAY CANINO SERENEX - 70 ML;;KONIG;SERENEX;Mercadería / Simple
29556;7791432889747;SPRAY FELINO SERENEX - 70 ML;;KONIG;SERENEX;Mercadería / Simple
29557;7791432889778;DIFUSOR CANINO SERENEX;;KONIG;SERENEX;Mercadería / Simple
29558;7791432889761;DIFUSOR + RESPUESTO FELINO SERENEX;;KONIG;SERENEX;Mercadería / Simple
29559;7791432889792;REPUESTO CANINO SERENEX;;KONIG;SERENEX;Mercadería / Simple
29560;7791432889785;REPUESTO FELINO SERENEX;;KONIG;SERENEX;Mercadería / Simple
29561;7791432890293;PASTILLA CIDAR 1.5-3KG;;KONIG;CIDAR;Mercadería / Simple
29562;7791432890309;PASTILLA CIDAR 3.1-6KG;;KONIG;CIDAR;Mercadería / Simple
29563;7791432890316;PASTILLA CIDAR 6.1-12 KG;;KONIG;CIDAR;Mercadería / Simple
29564;7791432890323;PASTILLA CIDAR 12.1-25 KG;;KONIG;CIDAR;Mercadería / Simple
29565;7791432890330;PASTILLA CIDAR 25.1-50 KG;;KONIG;CIDAR;Mercadería / Simple
295N;7898590070809;PAÑALES NEW GOOD - GOOD PAD 50 UN - 60 X 60 CM;;ENTRE RIOS PAÑALES;NEW GOOD;Mercadería / Simple
2962;7898582454464;COLLAR ZEE CAT - PHANTOM;;A Y N;ZEE CAT;Mercadería / Simple
2965;7898582454501;COLLAR ZEE CAT - LOLA;;A Y N;ZEE CAT;Mercadería / Simple
2972;7898582454594;ARNES + CORREA ZEE CAT - LOLA;;A Y N;ZEE CAT;Mercadería / Simple
297N;7898590070991;PAÑALES PETLIKE - ULTRA PADS LAVANDA 30 UN - 80 X 60 CM;;ENTRE RIOS PAÑALES;PETLIKE;Mercadería / Simple
2990;7898582454709;ZEE DOG JUGUETE - ALIEN TOY - HERRAMIENTA T;;A Y N;ZEE DOG;Mercadería / Simple
299011;NUT3;OBSEQUIO - CONTENEDOR NUTRIQUE 15 KG;;VITALCAN;NUTRIQUE;Mercadería / Simple
299012;NUT2;OBSEQUIO - CONTENEDOR NUTRIQUE 3.5 KG;;VITALCAN;NUTRIQUE;Mercadería / Simple
2990122;;OBSEQUIO - LATA NUTRIQUE 3.5 KG;;VITALCAN;NUTRIQUE;Mercadería / Simple
29998;7791432890279;COLLAR ANTIPULGAS REPEXXIN PEQ/MED 4-25 KG;;KONIG;REPEXXIN;Mercadería / Simple
29999;7791432890286;COLLAR ANTIPULGAS REPEXXIN GRANDE 25-50 KG;;KONIG;REPEXXIN;Mercadería / Simple
300;;VACUNA FELIGEN;;SERVIVET;SERVIVET;Mercadería / Simple
30040;;INSUMO PERFIL PREQUIRÚRIGICO (CHEM 10);;WINDIES;IDEXX;Mercadería / Simple
30060;;INSUMO PERFIL COMPLETO (CHEM 15);;WINDIES;IDEXX;Mercadería / Simple
30080;;INSUMO PERFIL GERIÁTRICO (CHEM 17);;WINDIES;IDEXX;Mercadería / Simple
3009;;DIFERENCIA DE PRECIO EN NOTA DE CREDITO;;;;Cuenta Operativa / Otras Cuentas
30100;;INSUMO REACTIVO CATALYST LYTE 4 CLIP;;WINDIES;IDEXX;Mercadería / Simple
3046;847922030469;PELUCHE AFP - BBQ - BACON S - 3046;;PET CARE;AFP;Mercadería / Simple
3048;847922030483;PELUCHE AFP - BBQ - COSTILLAS S - 3048;;PET CARE;AFP;Mercadería / Simple
3050.0;847922030506;PELUCHE AFP BBQ - JAMON - 3050;;PET CARE;AFP;Mercadería / Simple
3052;847922030520;PELUCHE AFP - TASTY BACON - L - 3052;;PET CARE;AFP;Mercadería / Simple
3056.0 CA;847922030568CA;PELUCHE AFP ULTRASONIC - CABALLO - 3056;;PET CARE;AFP;Mercadería / Simple
3056.0 VA;847922030568VA;PELUCHE AFP ULTRASONIC - VACA - 3056;;PET CARE;AFP;Mercadería / Simple
30660;;INSUMO SDMA;;WINDIES;IDEXX;Mercadería / Simple
3069.0 EL;847922030698EL;PELUCHE AFP INDOOR BULLY - ELEFANTE - 3069;;PET CARE;AFP;Mercadería / Simple
3069.0 MO;847922030698MO;PELUCHE AFP INDOOR BULLY - MONO - 3069;;PET CARE;AFP;Mercadería / Simple
3069.0 VA;847922030698VA;PELUCHE AFP INDOOR BULLY - VACA - 3069;;PET CARE;AFP;Mercadería / Simple
3071;847922030711;PELUCHE AFP - INDOOR FLOPPERS - ELEFANTE - 3071;;PET CARE;AFP;Mercadería / Simple
3072.0 HI;847922030728HI;PELUCHE AFP INDOOR FLOPPERS - HIPOPOTAMO - 3072;;PET CARE;AFP;Mercadería / Simple
3072.0 LE;847922030728LE;PELUCHE AFP INDOOR FLOPPERS - LEON - 3072;;PET CARE;AFP;Mercadería / Simple
3072.0 RA;847922030728RA;PELUCHE AFP INDOOR FLOPPERS - RANA - 3072;;PET CARE;AFP;Mercadería / Simple
30780;;INSUMO REACTIVO CATALYST LITHIUM HEPARINE WHOLE BLOOD SEPARATORS (COPAS DE HEPARINA);;WINDIES;IDEXX;Mercadería / Simple
30820;;INSUMO REACTIVO CATALYST PIPETTE TIPS (PIPETAS);;WINDIES;IDEXX;Mercadería / Simple
30840;;INSUMO REACTIVO CATALYST SAMPLECUPS (COPAS);;WINDIES;IDEXX;Mercadería / Simple
30964;813168039641;PELUCHE HUGGLEHOUNDS UNICORNIO (S) - 30964 (X);;USA PET;HUGGLEHOUNDS;Mercadería / Simple
30965;813168039658;PELUCHE HUGGLEHOUNDS UNICORNIO (L) - 30965 (X);;USA PET;HUGGLEHOUNDS;Mercadería / Simple
30967;813168039672;PELUCHE HUGGLEHOUNDS ELEFANTE ARCOIRIS (S) - 30967 (X);;USA PET;HUGGLEHOUNDS;Mercadería / Simple
30968;813168039689;PELUCHE HUGGLEHOUNDS ELEFANTE ARCOIRIS (L) - 30968 (X);;USA PET;HUGGLEHOUNDS;Mercadería / Simple
30971;813168039719;PELUCHE HUGGLEHOUNDS GATO ARCOIRIS (L) - 30971 (X);;USA PET;HUGGLEHOUNDS;Mercadería / Simple
31;7896048930125;EQUICAT PELLET PINO 5 LT / 3.4 KG;;SADENIR;EQUICAT;Mercadería / Simple
31.1;7797453972345;WHISKAS ADULTO CARNE 1 KG;;BELSIR;WHISKAS;Mercadería / Simple
31.10;7797453972376;WHISKAS ADULTO CARNE 10 KG;;BELSIR;WHISKAS;Mercadería / Simple
31122;7798098847715;PREMIUM PERRO ADULTO 20+2 KG;;VITALCAN;PREMIUM;Mercadería / Simple
31124;7798098847784;PREMIUM PERRO ADULTO SAFETY PACK 24 KG;;VITALCAN;PREMIUM;Mercadería / Simple
311241;7798098847791;PREMIUM PERRO ADULTO 1 KG (F);;VITALCAN;PREMIUM;Mercadería / Simple
31127;7798098848088;PREMIUM GATO ADULTO SAFETY PACK 24 KG;;VITALCAN;PREMIUM;Mercadería / Simple
311271;7798098848095;PREMIUM GATO ADULTO 1 KG (F);;VITALCAN;PREMIUM;Mercadería / Simple
31280;;INSUMO REACTIVO SHEATH PACK;;WINDIES;IDEXX;Mercadería / Simple
31300;;INSUMO REACTIVO ONE REAGENT PACK;;WINDIES;IDEXX;Mercadería / Simple
31320;;INSUMO REACTIVO ONE SMART QC (CONTROL DE CALIDAD);;WINDIES;IDEXX;Mercadería / Simple
3140;7898582475865;PAÑALES ZEE DOG - X5 ZEE PADS - 60X80CM;;A Y N;ZEE DOG;Mercadería / Simple
31725;7798098844103;BALANCED PERRO CACHORRO GRANDE 20 KG;;VITALCAN;BALANCED;Mercadería / Simple
31726;7798098844127;BALANCED PERRO CACHORRO MEDIANO 3 KG;;VITALCAN;BALANCED;Mercadería / Simple
31728;7798098844141;BALANCED PERRO CACHORRO MEDIANO 20 KG;;VITALCAN;BALANCED;Mercadería / Simple
31729;7798098844165;BALANCED PERRO CACHORRO PEQUEÑO 3 KG;;VITALCAN;BALANCED;Mercadería / Simple
31730;7798098844172;BALANCED PERRO CACHORRO PEQUEÑO 7.5 KG;;VITALCAN;BALANCED;Mercadería / Simple
31733;7798098844202;BALANCED PERRO ADULTO WEIGHT CONTROL 20 KG;;VITALCAN;BALANCED;Mercadería / Simple
31927;8010690148977;GLAM (S) COMEDERO FERPLAST - CELESTE;;FERPLAST;FERPLAST;Mercadería / Simple
31928;8010690149028;GLAM (M) COMEDERO FERPLAST - CELESTE;;FERPLAST;FERPLAST;Mercadería / Simple
31930;8010690149011;GLAM (S) COMEDERO FERPLAST - VERDE;;FERPLAST;FERPLAST;Mercadería / Simple
31931;8010690149066;GLAM (M) COMEDERO FERPLAST - VERDE;;FERPLAST;FERPLAST;Mercadería / Simple
31933;8010690149004;GLAM (S) COMEDERO FERPLAST - ROJO;;FERPLAST;FERPLAST;Mercadería / Simple
31934;8010690149059;GLAM (M) COMEDERO FERPLAST - ROJO;;FERPLAST;FERPLAST;Mercadería / Simple
32.1;7797453972390;WHISKAS ADULTO POLLO 1 KG;;BELSIR;WHISKAS;Mercadería / Simple
32.10;7797453972413;WHISKAS ADULTO POLLO 10 KG;;BELSIR;WHISKAS;Mercadería / Simple
32.3;7797453972406;WHISKAS ADULTO POLLO 3 KG;;BELSIR;WHISKAS;Mercadería / Simple
32018;4011905320182;JUGUETE INTERACTIVO TRIXIE PUSH AWAY - 32018;;PET GRASS;TRIXIE;Mercadería / Simple
32019;4011905320199;JUGUETE INTERACTIVO TRIXIE TURN AROUND - 32019;;PET GRASS;TRIXIE;Mercadería / Simple
32020;4011905320205;JUGUETE INTERACTIVO TRIXIE SNACK ROLL - 5 × 14 CM - 32020;;PET GRASS;TRIXIE;Mercadería / Simple
322;0857848126696;MAX BUFFET PERRO ADULTO 20+2 KG;;SADENIR;MAX;Mercadería / Simple
32482;8010690140346;AGILA ERGOFLUO ARNES FERPLAST - TALLE 3 - ROSA (X);;FERPLAST;FERPLAST;Mercadería / Simple
32483;8010690140353;AGILA ERGOFLUO ARNES FERPLAST - TALLE 4 - ROSA (X);;FERPLAST;FERPLAST;Mercadería / Simple
32484;8010690140360;AGILA ERGOFLUO ARNES FERPLAST - TALLE 5 - ROSA (X);;FERPLAST;FERPLAST;Mercadería / Simple
32485;8010690140377;AGILA ERGOFLUO ARNES FERPLAST - TALLE 6 - ROSA (X);;FERPLAST;FERPLAST;Mercadería / Simple
32486;8010690140384;AGILA ERGOFLUO ARNES FERPLAST - TALLE 7 - ROSA (X);;FERPLAST;FERPLAST;Mercadería / Simple
32487;8010690140391;AGILA ERGOFLUO ARNES FERPLAST - TALLE 8 - ROSA (X);;FERPLAST;FERPLAST;Mercadería / Simple
32488;8010690140407;AGILA ERGOFLUO ARNES FERPLAST - TALLE 9 - ROSA (X);;FERPLAST;FERPLAST;Mercadería / Simple
32551;8010690130170;ARNES DUAL EASY FERPLAST - XS - VIOLETA (X);;FERPLAST;FERPLAST;Mercadería / Simple
32556;8010690130187;ARNES DUAL EASY FERPLAST - XS - VERDE (X);;FERPLAST;FERPLAST;Mercadería / Simple
32557;8010690130217;ARNES DUAL EASY FERPLAST - S - VERDE (X);;FERPLAST;FERPLAST;Mercadería / Simple
32582;8010690155791;COACH ARNES FERPLAST M - AZUL (X);;FERPLAST;FERPLAST;Mercadería / Simple
32606;8010690155395;AGILA SMILE ARNES FERPLAST - TALLE 2 (X);;FERPLAST;FERPLAST;Mercadería / Simple
32607;8010690155432;AGILA SMILE ARNES FERPLAST - TALLE 3 (X);;FERPLAST;FERPLAST;Mercadería / Simple
32608;8010690155470;AGILA SMILE ARNES FERPLAST - TALLE 4 (X);;FERPLAST;FERPLAST;Mercadería / Simple
32609;8010690155517;AGILA SMILE ARNES FERPLAST - TALLE 5 (X);;FERPLAST;FERPLAST;Mercadería / Simple
32624;8010690130316;CORREA FERPLAST CLUB G - VERDE - 10/120 (X);;FERPLAST;FERPLAST;Mercadería / Simple
32626;8010690130354;CORREA FERPLAST CLUB G - VERDE - 20/120 (X);;FERPLAST;FERPLAST;Mercadería / Simple
32631;8010690130323;CORREA FERPLAST CLUB G - VIOLETA - 10/120 (X);;FERPLAST;FERPLAST;Mercadería / Simple
32651;4011905326511;CUERDA TRIXIE 22 CM - 32651;;PET GRASS;TRIXIE;Mercadería / Simple
32652;4011905326528;CUERDA TRIXIE 28 CM - 32652;;PET GRASS;TRIXIE;Mercadería / Simple
32653;4011905326535;CUERDA TRIXIE 40 CM - 32653;;PET GRASS;TRIXIE;Mercadería / Simple
3269;4011905032696;CUERDA CON PELOTA TRIXIE 50 CM - 3269;;PET GRASS;TRIXIE;Mercadería / Simple
32838;8010690023076;CHROME CS1624 COLLAR AHORQUE FERPLAST 50 CM;;FERPLAST;FERPLAST;Mercadería / Simple
32844;8010690109022;CORREA FERPLAST ERGOCOMFORT ELASTIC - GM25/60;;FERPLAST;FERPLAST;Mercadería / Simple
32878;8010690139951;ERGOFLUO C15/42 COLLAR FERPLAST - M - ROSA (X);;FERPLAST;FERPLAST;Mercadería / Simple
32880;8010690139999;ERGOFLUO C25/60 COLLAR FERPLAST - XL - ROSA (X);;FERPLAST;FERPLAST;Mercadería / Simple
32883;8010690050171;CLUB CF20/43 COLLAR HEBILLA FERPLAST - M - ROJO (X);;FERPLAST;FERPLAST;Mercadería / Simple
32888;8010690050195;CLUB CF20/43 COLLAR HEBILLA FERPLAST - M - AZUL (X);;FERPLAST;FERPLAST;Mercadería / Simple
32889;8010690050256;CLUB CF25/45 COLLAR HEBILLA FERPLAST - L - AZUL (X);;FERPLAST;FERPLAST;Mercadería / Simple
32893;8010690050188;CLUB CF20/43 COLLAR HEBILLA FERPLAST - M - NEGRO (X);;FERPLAST;FERPLAST;Mercadería / Simple
329151522;8010690130507;COLLAR DUAL EASY L 25/70 FERPLAST - BLANCO (X);;FERPLAST;FERPLAST;Mercadería / Simple
32948;8010690115894;ATLAS 50 CLASSIC TRANSPORTADORA FERPLAST (X);;FERPLAST;FERPLAST;Mercadería / Simple
3295;7730219099818;TOALLITAS HÚMEDAS OK PET 50 UNIDADES *discontinuado*;;DE TODAS PARTES DISTRIBUIDORA;OKPET;Mercadería / Simple
3296;7730219099801;PAÑALES SABANILLA OK PET 15 UNIDADES *discontinuado*;;DE TODAS PARTES DISTRIBUIDORA;OKPET;Mercadería / Simple
32LNE;;CAMPERA NEOPRENO CON CAPUCHA AE L - NEGRO;;MONTEVIDEO UNIFORMES;AE;Mercadería / Simple
32XLNE;;CAMPERA NEOPRENO CON CAPUCHA AE XL - NEGRO;;MONTEVIDEO UNIFORMES;AE;Mercadería / Simple
32XXLNE;;CAMPERA NEOPRENO CON CAPUCHA AE XXL - NEGRO;;MONTEVIDEO UNIFORMES;AE;Mercadería / Simple
33.1;7797453972260;WHISKAS GATITOS 1 KG;;BELSIR;WHISKAS;Mercadería / Simple
33.10;7797453972277;WHISKAS GATITOS 10 KG;;BELSIR;WHISKAS;Mercadería / Simple
33.12;7797453972901;WHISKAS GATITOS 10+1 KG;;BELSIR;WHISKAS;Mercadería / Simple
330135;7908275601355;CINTURON DE SEGURIDAD TOH NEGRO - 0135;;DISTRICO;TOH;Mercadería / Simple
330136;7908275601362;CINTURON DE SEGURIDAD TOH FIJI - 0136;;DISTRICO;TOH;Mercadería / Simple
330139;7908275601393;TOH ARNÉS BÁSICO + CORREA (PP) NEGRO - 0139 (X);;DISTRICO;TOH;Mercadería / Simple
330140;7908275601409;TOH ARNÉS BÁSICO + CORREA (PP) FIJI - 0140 (X);;DISTRICO;TOH;Mercadería / Simple
330143;7908275601430;TOH ARNÉS BÁSICO + CORREA (PP) LAGUNA - 0143 (X);;DISTRICO;TOH;Mercadería / Simple
330150;7908275601508;TOH ARNÉS BÁSICO + CORREA (P) NEGRO - 0150 (X);;DISTRICO;TOH;Mercadería / Simple
330151;7908275601515;TOH ARNÉS BÁSICO + CORREA (P) FIJI - 0151;;DISTRICO;TOH;Mercadería / Simple
330154;7908275601546;TOH ARNÉS BÁSICO + CORREA (P) LAGUNA - 0154;;DISTRICO;TOH;Mercadería / Simple
330161;7908275607203;TOH ARNÉS BÁSICO + CORREA (M) NEGRO - 0161;;DISTRICO;TOH;Mercadería / Simple
330162;7908275601621;TOH ARNÉS BÁSICO + CORREA (M) FIJI - 0162;;DISTRICO;TOH;Mercadería / Simple
330165;7908275601652;TOH ARNÉS BÁSICO + CORREA (M) LAGUNA - 0165 (X);;DISTRICO;TOH;Mercadería / Simple
330172;7908275601720;TOH ARNÉS BÁSICO + CORREA (G) NEGRO - 0172;;DISTRICO;TOH;Mercadería / Simple
330173;7908275601737;TOH ARNÉS BÁSICO + CORREA (G) FIJI - 0173;;DISTRICO;TOH;Mercadería / Simple
330176;7908275601768;TOH ARNÉS BÁSICO + CORREA (G) LAGUNA - 0176 (X);;DISTRICO;TOH;Mercadería / Simple
330712;7908275607128;TOH ARNÉS BÁSICO + CORREA (PP) NORONHA - 0712 (X);;DISTRICO;TOH;Mercadería / Simple
330714;7908275607142;TOH ARNÉS BÁSICO + CORREA (PP) SAVANA - 0714 (X);;DISTRICO;TOH;Mercadería / Simple
330718;7908275607180;TOH ARNÉS BÁSICO + CORREA (P) NORONHA - 0718 (X);;DISTRICO;TOH;Mercadería / Simple
330720;7908275607203;TOH ARNÉS BÁSICO + CORREA (P) SAVANA - 0720 (X);;DISTRICO;TOH;Mercadería / Simple
330724;7908275607241;TOH ARNÉS BÁSICO + CORREA (M) NORONHA - 0724 (X);;DISTRICO;TOH;Mercadería / Simple
330726;7908275607265;TOH ARNÉS BÁSICO + CORREA (M) SAVANA - 0726;;DISTRICO;TOH;Mercadería / Simple
330730;7908275607302;TOH ARNÉS BÁSICO + CORREA (G) NORONHA - 0730 (X);;DISTRICO;TOH;Mercadería / Simple
330732;7908275607326;TOH ARNÉS BÁSICO + CORREA (G) SAVANA - 0732;;DISTRICO;TOH;Mercadería / Simple
330792;7908275607920;TOH COLLAR GATO FIJI - 0792;;DISTRICO;TOH;Mercadería / Simple
330793;7908275607937;TOH COLLAR GATO LAGUNA - 0793;;DISTRICO;TOH;Mercadería / Simple
330794;7908275607944;TOH COLLAR GATO MARESIA - 0794;;DISTRICO;TOH;Mercadería / Simple
330796;7908275607968;TOH COLLAR GATO SAVANA - 0796;;DISTRICO;TOH;Mercadería / Simple
330797;7908275607975;TOH ARNÉS NEO GATO NEGRO - 0797;;DISTRICO;TOH;Mercadería / Simple
330799;7908275607999;TOH ARNÉS NEO GATO OLIVA - 0799;;DISTRICO;TOH;Mercadería / Simple
330802;7908275608026;TOH ARNÉS NEO GATO SAVANA - 0802;;DISTRICO;TOH;Mercadería / Simple
330N;7898590071844;PAÑALES PETLIKE - ULTRA PADS CARBON 30 UN - 60 X 60 CM;;ENTRE RIOS PAÑALES;PETLIKE;Mercadería / Simple
331043;7908275610432;TOH COLLAR GATO NEGRO - 1043;;DISTRICO;TOH;Mercadería / Simple
331215;7908275612153;TOH CORREA LAZO 5 M BORDEAUX - 1215;;DISTRICO;TOH;Mercadería / Simple
331216;7908275612160;TOH CORREA LAZO 5 M MARINHO - 1216;;DISTRICO;TOH;Mercadería / Simple
331239;7908275612399;CUBRE ASIENTO PREMIUM (M) TOH - 1239;;DISTRICO;TOH;Mercadería / Simple
331240;7908275612405;CUBRE ASIENTO PREMIUM (G) TOH - 1240;;DISTRICO;TOH;Mercadería / Simple
331262;7908275612627;TOH PECHERA MESH (PP) NEGRO - 1262;;DISTRICO;TOH;Mercadería / Simple
331263;7908275612634;TOH PECHERA MESH (PP) FIJI - 1263;;DISTRICO;TOH;Mercadería / Simple
331267;7908275612672;TOH PECHERA MESH (P) NEGRO - 1267;;DISTRICO;TOH;Mercadería / Simple
331268;7908275612689;TOH PECHERA MESH (P) FIJI - 1268;;DISTRICO;TOH;Mercadería / Simple
331270;7908275612702;TOH PECHERA MESH (P) AZUL - 1270;;DISTRICO;TOH;Mercadería / Simple
331272;7908275612726;TOH PECHERA MESH (M) NEGRO - 1272;;DISTRICO;TOH;Mercadería / Simple
331273;7908275612733;TOH PECHERA MESH (M) FIJI - 1273;;DISTRICO;TOH;Mercadería / Simple
331275;7908275612757;TOH PECHERA MESH (M) AZUL - 1275;;DISTRICO;TOH;Mercadería / Simple
331277;7908275612757;TOH PECHERA MESH (G) NEGRO - 1277;;DISTRICO;TOH;Mercadería / Simple
331278;7908275612788;TOH PECHERA MESH (G) FIJI - 1278;;DISTRICO;TOH;Mercadería / Simple
331280;7908275612801;TOH PECHERA MESH (G) AZUL - 1280;;DISTRICO;TOH;Mercadería / Simple
331344;7908275613440;TOH COLLAR GATO AZUL - 1344;;DISTRICO;TOH;Mercadería / Simple
331347;7908275613471;TOH ARNÉS NEO GATO LILA - 1347;;DISTRICO;TOH;Mercadería / Simple
3323;4011905033235;MORDEDOR TRIXIE SNACK RUGBY RUBBER 8 CM - 3323;;PET GRASS;TRIXIE;Mercadería / Simple
3326;4011905033266;JUGUETE TRIXIE JUMPER 8 CM - 3326;;PET GRASS;TRIXIE;Mercadería / Simple
3327;4011905033273;JUGUETE TRIXIE JUMPER 10 CM - 3327;;PET GRASS;TRIXIE;Mercadería / Simple
33410;4011905334103;PELOTA TRIXIE FLOTADORA 6 CM - 33410;;PET GRASS;TRIXIE;Mercadería / Simple
33411;4011905334110;MORDEDOR TRIXIE CUBO SNACK 6 CM - 33411;;PET GRASS;TRIXIE;Mercadería / Simple
3342;847922033422;PELOTA AFP- GLOWING M - 3342;;PET CARE;AFP;Mercadería / Simple
3343;847922033439;PELOTA AFP- GLOWING M - 3343;;PET CARE;AFP;Mercadería / Simple
33437;;SIESTA 4 CAMA PLASTICA FERPLAST  - BORDO;;FERPLAST;FERPLAST;Mercadería / Simple
33438;8010690179070;SIESTA 4 CAMA PLASTICA FERPLAST  - AZUL;;FERPLAST;FERPLAST;Mercadería / Simple
33438111;8010690179025;SIESTA 4 CAMA PLASTICA FERPLAST  - BLANCA;;FERPLAST;FERPLAST;Mercadería / Simple
33439;8010690071916;SIESTA 4 CAMA PLASTICA FERPLAST  - NEGRO;;FERPLAST;FERPLAST;Mercadería / Simple
33440;8010690179186;SIESTA 4 CAMA PLASTICA FERPLAST  - GRIS;;FERPLAST;FERPLAST;Mercadería / Simple
33441;8010690107325;SIESTA 4 CAMA PLASTICA FERPLAST  - FUCSIA;;FERPLAST;FERPLAST;Mercadería / Simple
33443;;SIESTA 6 CAMA PLASTICA FERPLAST  - BORDO;;FERPLAST;FERPLAST;Mercadería / Simple
33444;8010690179087;SIESTA 6 CAMA PLASTICA FERPLAST  - AZUL;;FERPLAST;FERPLAST;Mercadería / Simple
33445;8010690071923;SIESTA 6 CAMA PLASTICA FERPLAST  - NEGRO;;FERPLAST;FERPLAST;Mercadería / Simple
33447;8010690183787;SIESTA 8 CAMA PLASTICA FERPLAST  - BORDO;;FERPLAST;FERPLAST;Mercadería / Simple
